Dystans (m),Wysokość (m)
0,17.93455696105957
13.63628378058639,17.68861198425293
27.27256756117278,17.74413299560547
40.908851341759174,17.96964836120605
54.54513512234556,18.21743202209473
68.18141890293195,18.2516040802002
81.81770268351835,18.06468963623047
95.45398646410473,17.93045043945312
109.09027024469113,18.14559173583984
122.72655402527752,18.37242698669434
136.3628378058639,18.17300033569336
149.9991215864503,17.94689750671387
163.6354053670367,17.68352317810059
177.27168914762308,17.38264083862305
190.90797292820946,17.04970741271973
204.54425670879587,17.02690315246582
218.18054048938225,17.03481864929199
231.81682426996863,17.00573348999023
245.45310805055504,16.76489067077637
259.0893918311414,16.49153327941895
272.7256756117278,16.1960277557373
286.3619593923142,15.87646484375
299.9982431729006,15.55819606781006
313.634526953487,15.24561309814453
327.2708107340734,15
340.9070945146598,15
354.54337829524616,15
368.17966207583254,14.99583625793457
381.8159458564189,14.68339347839355
395.45222963700536,14.37095165252686
409.08851341759174,14.05850982666016
422.7247971981781,13.74178409576416
436.3610809787645,13.3762845993042
449.9973647593509,13.01256561279297
463.63364853993727,12.45433521270752
477.26993232052365,11.77656269073486
490.9062161011101,11.09879112243652
504.5424998816965,10.60103988647461
518.1787836622829,10.35390758514404
531.8150674428692,10.14013290405273
545.4513512234556,10
559.087635004042,10
572.7239187846284,10
586.3602025652148,10
599.9964863458011,10
613.6327701263876,10.02170753479004
627.269053906974,10.01477432250977
640.9053376875604,10.04345035552979
654.5416214681468,10.0510721206665
668.1779052487332,10.2034330368042
681.8141890293196,10.39564037322998
695.4504728099059,10.67105388641357
709.0867565904923,11.3488941192627
722.7230403710787,12.02673435211182
736.3593241516651,12.70457553863525
749.9956079322515,13.08934307098389
763.6318917128378,13.42225360870361
777.2681754934242,13.73446846008301
790.9044592740107,14.04668235778809
804.5407430545971,14.35889625549316
818.1770268351835,14.67110919952393
831.8133106157699,14.80626583099365
845.4495943963562,14.88326835632324
859.0858781769426,14.96842288970947
872.722161957529,15.14990711212158
886.3584457381154,15.36347675323486
899.9947295187018,15.53115272521973
913.6310132992882,15.73178195953369
927.2672970798745,15.99011325836182
940.9035808604609,16.24844360351562
954.5398646410473,16.46834754943848
968.1761484216338,16.61925506591797
981.8124322022202,16.80371475219727
995.4487159828066,17.03642272949219
1009.084999763393,17.40902137756348
1022.7212835439793,17.41958618164062
1036.3575673245657,17.14559173583984
1049.993851105152,16.82140731811523
1063.6301348857385,16.55516052246094
1077.2664186663249,16.28891181945801
1090.9027024469112,16.02266311645508
1104.5389862274976,15.7564115524292
1118.175270008084,15.47336673736572
1131.8115537886704,15.49298191070557
1145.4478375692568,15.74036884307861
1159.0841213498431,15.98775482177734
1172.7204051304295,16.23513984680176
1186.356688911016,15.99839115142822
1199.9929726916023,15.64280223846436
1213.6292564721887,15.27699089050293
1227.2655402527753,14.90670394897461
1240.9018240333617,14.63401412963867
1254.538107813948,14.36879253387451
1268.1743915945344,14.09190464019775
1281.8106753751208,14
1295.4469591557072,14
1309.0832429362936,14
1322.71952671688,13.93984508514404
1336.3558104974663,13.79899787902832
1349.9920942780527,13.72228813171387
1363.628378058639,13.54327011108398
1377.2646618392255,13.24779605865479
1390.9009456198119,12.91856670379639
1404.5372294003982,12.5893383026123
1418.1735131809846,12.26217555999756
1431.809796961571,11.95138835906982
1445.4460807421574,11.64045524597168
1459.0823645227438,11.3591833114624
1472.7186483033302,11.59979820251465
1486.3549320839165,11.91812801361084
1499.991215864503,12.23645877838135
1513.6274996450893,12.55478954315186
1527.2637834256757,12.87312126159668
1540.900067206262,13.07056140899658
1554.5363509868484,13.23052215576172
1568.1726347674348,13.4165153503418
1581.8089185480214,13.77832889556885
1595.4452023286078,14.15465068817139
1609.0814861091942,14.29306602478027
1622.7177698897806,14.39379787445068
1636.354053670367,14.50979709625244
1649.9903374509533,14.69533538818359
1663.6266212315397,14.84668731689453
1677.262905012126,14.90866088867188
1690.8991887927125,14.75057888031006
1704.5354725732989,14.56832218170166
1718.1717563538853,14.45334339141846
1731.8080401344716,14.14291667938232
1745.444323915058,13.8070650100708
1759.0806076956444,13.47121238708496
1772.7168914762308,13.13535976409912
1786.3531752568172,12.79950714111328
1799.9894590374035,12.60371017456055
1813.62574281799,12.67260932922363
1827.2620265985763,12.74150848388672
1840.8983103791627,12.81040668487549
1854.534594159749,12.87930488586426
1868.1708779403355,12.94820117950439
1881.8071617209218,13.01709747314453
1895.4434455015082,13.01727294921875
1909.0797292820946,12.65432929992676
1922.7160130626812,12.03074836730957
1936.3522968432676,11.3530387878418
1949.988580623854,10.67532920837402
1963.6248644044404,10.39401721954346
1977.2611481850267,10.35066604614258
1990.8974319656131,10.38552570343018
2004.5337157461995,10.613356590271
2018.169999526786,10.78889560699463
2031.8062833073723,10.91214275360107
2045.4425670879587,10.9535493850708
2059.078850868545,10.95666313171387
2072.7151346491314,10.99857616424561
2086.351418429718,10.77823543548584
2099.987702210304,10.47260761260986
2113.6239859908906,10.1624116897583
2127.260269771477,10
2140.8965535520633,10
2154.5328373326497,10
2168.169121113236,10
2181.8054048938225,9.983668327331543
